Player,Season,Nationality,Pos,Position,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def_Pen,Att_Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,MarketValueEuro,Current club
Frenkie de Jong,2324,Netherlands,MF,Central Midfield,26,20,20,1634.0,18.2,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,2.2,2.9,69.0,168.0,38.0,0.11,0.0,0.11,0.11,0.11,0.04,0.12,0.16,0.04,0.16,7.0,4.0,57.1,0.39,0.22,0.29,0.5,20.4,0.0,0.1,1.3,1.3,1542.0,1674.0,92.1,23581.0,7114.0,872.0,905.0,96.4,558.0,608.0,91.8,80.0,104.0,76.9,4.9,-2.2,21.0,187.0,34.0,7.0,1619.0,51.0,12.0,7.0,25.0,6.0,1.0,1.0,0.0,0.0,4.0,14.0,60.0,3.3,55.0,2.0,0.0,2.0,0.0,9.0,0.5,9.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,14.0,23.0,6.0,8.0,42.1,11.0,10.0,14.0,57.0,28.0,1.0,1840.0,69.0,18.0,13.0,54.2,8.0,33.3,1207.0,3.0,14.0,17.0,1467.0,70000000.0,FC Barcelona
Gavi,2223,Spain,"MF,FW",Central Midfield,17,36,30,2531.0,28.1,2.0,4.0,6.0,2.0,0.0,0.0,10.0,0.0,3.2,3.2,3.7,6.9,49.0,134.0,153.0,0.07,0.14,0.21,0.07,0.21,0.11,0.13,0.24,0.11,0.24,28.0,8.0,28.6,1.0,0.28,0.07,0.25,16.6,0.0,0.11,-1.2,-1.2,1026.0,1206.0,85.1,14584.0,2930.0,652.0,711.0,91.7,289.0,340.0,85.0,55.0,79.0,69.6,3.8,0.3,38.0,98.0,40.0,4.0,1157.0,45.0,8.0,13.0,38.0,9.0,0.0,0.0,0.0,0.0,4.0,27.0,72.0,2.56,59.0,0.0,3.0,3.0,3.0,7.0,0.25,6.0,0.0,1.0,0.0,0.0,0.0,47.0,31.0,7.0,30.0,10.0,21.0,38.2,34.0,27.0,18.0,65.0,22.0,0.0,1510.0,27.0,71.0,27.0,42.9,26.0,41.3,1002.0,8.0,56.0,33.0,1134.0,90000000.0,FC Barcelona
Gavi,2324,Spain,"MF,FW",Central Midfield,18,12,10,944.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,1.1,2.0,26.0,39.0,38.0,0.1,0.1,0.19,0.1,0.19,0.09,0.1,0.19,0.09,0.19,9.0,4.0,44.4,0.86,0.38,0.11,0.25,15.2,0.0,0.11,0.1,0.1,489.0,541.0,90.4,7119.0,1400.0,297.0,315.0,94.3,146.0,165.0,88.5,28.0,35.0,80.0,1.4,-0.1,11.0,37.0,8.0,2.0,514.0,26.0,3.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,27.0,2.57,24.0,0.0,2.0,0.0,1.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,39.0,21.0,20.0,14.0,5.0,18.0,50.0,18.0,16.0,8.0,47.0,16.0,1.0,678.0,27.0,18.0,12.0,54.5,8.0,36.4,424.0,3.0,19.0,11.0,479.0,90000000.0,FC Barcelona
Héctor Bellerín,2223,Spain,DF,Right-Back,27,3,1,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,77.0,96.0,80.2,1146.0,419.0,48.0,52.0,92.3,21.0,25.0,84.0,5.0,8.0,62.5,0.5,-0.1,1.0,10.0,4.0,0.0,82.0,13.0,1.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,66.7,1.0,2.0,3.0,5.0,2.0,0.0,107.0,1.0,5.0,3.0,75.0,1.0,25.0,54.0,1.0,1.0,0.0,66.0,8000000.0,FC Barcelona
Héctor Fort,2324,Spain,DF,Right-Back,16,7,4,318.0,3.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,3.0,7.0,38.0,0.0,0.57,0.57,0.0,0.57,0.0,0.23,0.23,0.0,0.23,1.0,0.0,0.0,0.28,0.0,0.0,,27.2,0.0,0.01,0.0,0.0,200.0,230.0,87.0,3004.0,748.0,121.0,129.0,93.8,65.0,76.0,85.5,11.0,19.0,57.9,0.5,1.2,3.0,10.0,3.0,1.0,203.0,27.0,0.0,2.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.41,5.0,0.0,0.0,0.0,0.0,3.0,0.85,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,4.0,40.0,6.0,0.0,2.0,8.0,4.0,0.0,250.0,10.0,3.0,3.0,42.9,4.0,57.1,144.0,0.0,1.0,2.0,174.0,10000000.0,FC Barcelona
Iñaki Peña,2223,Spain,GK,Goalkeeper,23,2,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,25.0,27.0,92.6,585.0,407.0,3.0,3.0,100.0,18.0,18.0,100.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,27.0,21.0,0.0,0.0,,0.0,,19.0,0.0,0.0,0.0,14.0,4000000.0,FC Barcelona
Iñaki Peña,2324,Spain,GK,Goalkeeper,24,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,259.0,297.0,87.2,5660.0,3681.0,76.0,76.0,100.0,145.0,146.0,99.3,37.0,74.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,314.0,279.0,0.0,0.0,,0.0,,187.0,0.0,0.0,0.0,165.0,8000000.0,FC Barcelona
Iñigo Martínez,2324,Spain,DF,Centre-Back,32,20,13,1296.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.0,0.4,33.0,97.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,8.0,1.0,12.5,0.56,0.07,0.0,0.0,11.6,0.0,0.05,-0.4,-0.4,1001.0,1132.0,88.4,18676.0,6217.0,403.0,432.0,93.3,464.0,496.0,93.5,118.0,173.0,68.2,0.5,0.0,1.0,99.0,5.0,1.0,1092.0,37.0,3.0,22.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,4.0,14.0,0.97,13.0,0.0,0.0,0.0,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,9.0,1.0,0.0,6.0,75.0,2.0,3.0,11.0,21.0,50.0,0.0,1241.0,91.0,13.0,0.0,0.0,1.0,100.0,833.0,1.0,3.0,0.0,935.0,5000000.0,FC Barcelona
Jordi Alba,2223,Spain,DF,Left-Back,33,24,14,1419.0,15.8,2.0,3.0,5.0,2.0,0.0,0.0,6.0,1.0,0.8,0.8,6.2,7.0,42.0,141.0,157.0,0.13,0.19,0.32,0.13,0.32,0.05,0.4,0.44,0.05,0.44,13.0,4.0,30.8,0.82,0.25,0.15,0.5,23.3,0.0,0.06,1.2,1.2,1217.0,1460.0,83.4,19141.0,5490.0,668.0,728.0,91.8,441.0,521.0,84.6,78.0,139.0,56.1,6.7,-3.2,38.0,120.0,43.0,15.0,1277.0,178.0,4.0,8.0,91.0,137.0,1.0,0.0,0.0,0.0,5.0,24.0,59.0,3.74,52.0,5.0,1.0,0.0,0.0,6.0,0.38,5.0,1.0,0.0,0.0,0.0,0.0,25.0,18.0,13.0,11.0,1.0,12.0,42.9,16.0,7.0,11.0,36.0,23.0,0.0,1558.0,34.0,39.0,4.0,50.0,4.0,50.0,957.0,6.0,7.0,7.0,1122.0,5000000.0,FC Barcelona
João Cancelo,2324,Portugal,DF,Right-Back,29,32,29,2503.0,27.8,2.0,4.0,6.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,6.1,7.7,106.0,141.0,193.0,0.07,0.14,0.22,0.07,0.22,0.06,0.22,0.28,0.06,0.28,32.0,9.0,28.1,1.15,0.32,0.06,0.22,21.3,0.0,0.05,0.4,0.4,1533.0,1852.0,82.8,24552.0,6589.0,854.0,924.0,92.4,537.0,648.0,82.9,114.0,183.0,62.3,6.7,-2.1,35.0,123.0,37.0,11.0,1602.0,238.0,6.0,24.0,82.0,201.0,0.0,0.0,0.0,0.0,12.0,42.0,79.0,2.84,70.0,1.0,6.0,1.0,1.0,8.0,0.29,7.0,0.0,1.0,0.0,0.0,0.0,64.0,44.0,35.0,21.0,8.0,38.0,65.5,20.0,29.0,29.0,93.0,59.0,1.0,2206.0,84.0,71.0,61.0,55.0,38.0,34.2,1250.0,39.0,55.0,25.0,1469.0,25000000.0,FC Barcelona
João Félix,2324,Portugal,FW,Second Striker,23,30,18,1540.0,17.1,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,8.7,8.7,3.1,11.9,69.0,68.0,169.0,0.41,0.18,0.58,0.41,0.58,0.51,0.18,0.69,0.51,0.69,61.0,25.0,41.0,3.56,1.46,0.11,0.28,15.8,1.0,0.14,-1.7,-1.7,538.0,663.0,81.1,7329.0,1372.0,355.0,392.0,90.6,138.0,173.0,79.8,22.0,46.0,47.8,2.6,-0.1,19.0,31.0,20.0,1.0,631.0,25.0,8.0,7.0,17.0,12.0,8.0,4.0,0.0,0.0,7.0,13.0,62.0,3.62,43.0,0.0,7.0,2.0,1.0,9.0,0.53,4.0,0.0,2.0,3.0,0.0,0.0,22.0,16.0,9.0,7.0,6.0,8.0,36.4,14.0,13.0,10.0,32.0,11.0,0.0,929.0,15.0,104.0,29.0,32.6,51.0,57.3,613.0,31.0,43.0,32.0,766.0,30000000.0,FC Barcelona
Jules Koundé,2223,France,DF,Right-Back,23,29,28,2426.0,27.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,2.8,3.9,58.0,185.0,61.0,0.04,0.11,0.15,0.04,0.15,0.04,0.1,0.15,0.04,0.15,14.0,1.0,7.1,0.52,0.04,0.07,1.0,14.3,0.0,0.08,-0.1,-0.1,1775.0,2024.0,87.7,29836.0,9690.0,827.0,895.0,92.4,792.0,866.0,91.5,123.0,182.0,67.6,2.3,0.2,16.0,176.0,15.0,6.0,1840.0,180.0,4.0,11.0,36.0,130.0,0.0,0.0,0.0,0.0,4.0,25.0,41.0,1.52,39.0,1.0,0.0,0.0,0.0,7.0,0.26,7.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,18.0,13.0,6.0,21.0,67.7,10.0,15.0,19.0,56.0,61.0,3.0,2234.0,117.0,45.0,15.0,53.6,9.0,32.1,1476.0,5.0,23.0,18.0,1610.0,60000000.0,FC Barcelona
Jules Koundé,2324,France,DF,Right-Back,24,35,32,2899.0,32.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,2.2,4.2,67.0,245.0,64.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,24.0,6.0,25.0,0.75,0.19,0.04,0.17,15.3,0.0,0.08,-1.0,-1.0,2478.0,2757.0,89.9,41514.0,13135.0,1192.0,1263.0,94.4,1090.0,1164.0,93.6,156.0,237.0,65.8,2.6,-0.2,23.0,267.0,20.0,5.0,2482.0,267.0,2.0,29.0,34.0,198.0,0.0,0.0,0.0,0.0,8.0,29.0,62.0,1.92,55.0,2.0,0.0,1.0,0.0,9.0,0.28,9.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,22.0,10.0,5.0,28.0,54.9,23.0,20.0,25.0,62.0,83.0,5.0,3041.0,157.0,44.0,16.0,42.1,17.0,44.7,1910.0,2.0,25.0,12.0,2187.0,45000000.0,FC Barcelona
Lamine Yamal,2324,Spain,FW,Right Winger,16,37,22,2201.0,24.5,5.0,5.0,10.0,5.0,0.0,0.0,3.0,0.0,5.2,5.2,6.2,11.4,123.0,80.0,350.0,0.2,0.2,0.41,0.2,0.41,0.21,0.25,0.47,0.21,0.47,58.0,21.0,36.2,2.37,0.86,0.09,0.24,17.5,0.0,0.09,-0.2,-0.2,903.0,1132.0,79.8,12868.0,3009.0,572.0,650.0,88.0,262.0,337.0,77.7,44.0,77.0,57.1,6.5,-1.2,38.0,39.0,52.0,16.0,1091.0,36.0,6.0,6.0,87.0,14.0,18.0,6.0,4.0,1.0,5.0,22.0,108.0,4.41,64.0,5.0,17.0,8.0,5.0,18.0,0.74,12.0,0.0,2.0,1.0,2.0,1.0,61.0,37.0,32.0,15.0,14.0,18.0,37.5,30.0,32.0,19.0,80.0,11.0,0.0,1475.0,14.0,147.0,70.0,43.8,58.0,36.3,1023.0,57.0,54.0,26.0,1157.0,90000000.0,FC Barcelona
Marc Casado,2223,Spain,MF,Defensive Midfield,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,FC Barcelona
Marc Casado,2324,Spain,MF,Defensive Midfield,19,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,6.0,6.0,100.0,97.0,33.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,2.0,2.0,0.0,11.0,2.0,0.0,0.0,,0.0,,5.0,0.0,0.0,0.0,7.0,2500000.0,FC Barcelona
Marc Guiu,2324,Spain,"FW,MF",Centre-Forward,17,3,1,74.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.0,1.0,1.0,8.0,1.22,0.0,1.22,1.22,1.22,0.92,0.32,1.24,0.92,1.24,4.0,1.0,25.0,4.86,1.22,0.25,1.0,12.1,0.0,0.19,0.2,0.2,8.0,8.0,100.0,83.0,7.0,3.0,3.0,100.0,3.0,3.0,100.0,0.0,0.0,,0.1,-0.3,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,4.0,0.0,,0.0,,13.0,1.0,3.0,2.0,16.0,7500000.0,FC Barcelona
Marc-André ter Stegen,2223,Germany,GK,Goalkeeper,30,38,38,3347.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,1193.0,1412.0,84.5,30703.0,21527.0,228.0,232.0,98.3,600.0,613.0,97.9,362.0,564.0,64.2,0.0,-0.3,3.0,15.0,0.0,0.0,1145.0,267.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.32,11.0,1.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,7.0,3.0,1457.0,1076.0,0.0,0.0,,0.0,,963.0,0.0,1.0,1.0,851.0,35000000.0,FC Barcelona
Marc-André ter Stegen,2324,Germany,GK,Goalkeeper,31,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,927.0,1036.0,89.5,22797.0,16159.0,182.0,183.0,99.5,490.0,501.0,97.8,251.0,344.0,73.0,0.1,-0.1,1.0,9.0,1.0,0.0,818.0,216.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.29,7.0,1.0,0.0,0.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,1080.0,816.0,0.0,0.0,,0.0,,695.0,0.0,1.0,0.0,609.0,28000000.0,FC Barcelona
Marcos Alonso,2223,Spain,DF,Left-Back,31,24,11,1172.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.3,1.2,26.0,71.0,13.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,6.0,2.0,33.3,0.46,0.15,0.17,0.5,12.0,0.0,0.15,0.1,0.1,896.0,1005.0,89.2,16393.0,5539.0,360.0,386.0,93.3,442.0,475.0,93.1,81.0,117.0,69.2,0.9,-0.3,6.0,70.0,9.0,4.0,956.0,47.0,1.0,11.0,23.0,16.0,12.0,6.0,4.0,0.0,2.0,8.0,14.0,1.08,13.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,5.0,0.0,9.0,75.0,3.0,4.0,11.0,26.0,32.0,0.0,1114.0,98.0,11.0,2.0,100.0,0.0,0.0,727.0,0.0,8.0,1.0,816.0,5000000.0,FC Barcelona
Marcos Alonso,2324,Spain,DF,Left-Back,32,5,3,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,11.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21,3.0,2.0,66.7,1.07,0.71,0.0,0.0,20.8,0.0,0.03,-0.1,-0.1,180.0,214.0,84.1,2690.0,803.0,105.0,112.0,93.8,57.0,67.0,85.1,8.0,21.0,38.1,0.3,-0.5,5.0,10.0,3.0,1.0,171.0,43.0,0.0,3.0,15.0,27.0,6.0,2.0,2.0,0.0,0.0,5.0,8.0,2.86,7.0,1.0,0.0,0.0,0.0,1.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,3.0,75.0,1.0,2.0,4.0,9.0,6.0,0.0,246.0,7.0,7.0,3.0,50.0,2.0,33.3,141.0,2.0,2.0,3.0,157.0,2000000.0,FC Barcelona
Miralem Pjanić,2223,Bosnia-Herzegovina,MF,Central Midfield,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,FC Barcelona
Oriol Romeu,2324,Spain,MF,Defensive Midfield,31,28,11,936.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.3,2.0,12.0,66.0,4.0,0.0,0.1,0.1,0.0,0.1,0.07,0.12,0.19,0.07,0.19,10.0,2.0,20.0,0.96,0.19,0.0,0.0,23.6,0.0,0.07,-0.7,-0.7,717.0,806.0,89.0,11315.0,2753.0,372.0,399.0,93.2,291.0,319.0,91.2,38.0,59.0,64.4,0.9,-0.3,8.0,80.0,8.0,1.0,793.0,13.0,4.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,1.63,13.0,0.0,1.0,0.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,17.0,14.0,3.0,13.0,54.2,11.0,10.0,10.0,44.0,18.0,0.0,922.0,27.0,4.0,4.0,80.0,1.0,20.0,539.0,0.0,9.0,8.0,701.0,2000000.0,FC Barcelona
Ousmane Dembélé,2223,France,FW,Right Winger,25,25,16,1410.0,15.7,5.0,7.0,12.0,5.0,0.0,0.0,4.0,0.0,3.9,3.9,4.9,8.8,124.0,74.0,209.0,0.32,0.45,0.77,0.32,0.77,0.25,0.31,0.56,0.25,0.56,49.0,16.0,32.7,3.13,1.02,0.1,0.31,16.7,0.0,0.08,1.1,1.1,642.0,854.0,75.2,10068.0,2037.0,376.0,427.0,88.1,195.0,256.0,76.2,54.0,106.0,50.9,5.0,2.1,41.0,21.0,37.0,5.0,768.0,80.0,13.0,4.0,106.0,8.0,65.0,17.0,19.0,1.0,6.0,38.0,86.0,5.48,52.0,13.0,15.0,3.0,0.0,12.0,0.76,9.0,0.0,2.0,1.0,0.0,0.0,19.0,12.0,4.0,8.0,7.0,4.0,26.7,11.0,9.0,0.0,19.0,2.0,0.0,1041.0,2.0,103.0,52.0,45.6,50.0,43.9,755.0,56.0,27.0,18.0,841.0,60000000.0,FC Barcelona
Pablo Torre,2223,Spain,"FW,MF",Attacking Midfield,19,8,1,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,4.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.3,0.31,0.02,0.31,1.0,0.0,0.0,0.62,0.0,0.0,,25.9,0.0,0.02,0.0,0.0,77.0,98.0,78.6,1026.0,294.0,54.0,62.0,87.1,16.0,19.0,84.2,5.0,12.0,41.7,0.4,-0.5,4.0,9.0,3.0,0.0,87.0,9.0,2.0,0.0,8.0,0.0,6.0,1.0,4.0,0.0,2.0,1.0,8.0,5.03,6.0,2.0,0.0,0.0,0.0,1.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,50.0,2.0,1.0,2.0,4.0,1.0,0.0,114.0,3.0,1.0,3.0,42.9,2.0,28.6,69.0,0.0,5.0,4.0,87.0,3000000.0,FC Barcelona
Pau Cubarsí,2324,Spain,DF,Centre-Back,16,19,18,1558.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.4,0.5,8.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,3.0,0.0,0.0,0.17,0.0,0.0,,18.4,0.0,0.03,-0.1,-0.1,1360.0,1487.0,91.5,25525.0,8442.0,493.0,523.0,94.3,737.0,772.0,95.5,122.0,170.0,71.8,0.4,-0.4,5.0,73.0,0.0,0.0,1441.0,43.0,2.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,17.0,0.98,17.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,18.0,3.0,1.0,13.0,72.2,5.0,4.0,12.0,34.0,65.0,0.0,1629.0,157.0,5.0,3.0,75.0,1.0,25.0,1076.0,0.0,4.0,3.0,1263.0,30000000.0,FC Barcelona
Pau Prim,2324,Spain,MF,Defensive Midfield,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,FC Barcelona
Pau Victor,2324,Spain,FW,Centre-Forward,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,FC Barcelona
Pedri,2223,Spain,MF,Central Midfield,19,26,22,1976.0,22.0,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,4.9,4.9,5.0,9.9,67.0,184.0,99.0,0.27,0.05,0.32,0.27,0.32,0.22,0.23,0.45,0.22,0.45,22.0,9.0,40.9,1.0,0.41,0.27,0.67,15.9,0.0,0.22,1.1,1.1,1251.0,1449.0,86.3,22516.0,4967.0,574.0,632.0,90.8,485.0,546.0,88.8,164.0,198.0,82.8,5.3,-4.0,42.0,161.0,30.0,2.0,1384.0,59.0,24.0,24.0,25.0,11.0,13.0,1.0,11.0,0.0,6.0,25.0,87.0,3.96,74.0,6.0,1.0,3.0,1.0,11.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,39.0,22.0,15.0,17.0,7.0,13.0,28.9,32.0,27.0,13.0,52.0,8.0,1.0,1653.0,13.0,59.0,36.0,59.0,22.0,36.1,1203.0,14.0,32.0,31.0,1336.0,100000000.0,FC Barcelona
Pedri,2324,Spain,"MF,FW",Central Midfield,20,24,16,1476.0,16.4,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,3.1,3.1,4.2,7.3,41.0,136.0,81.0,0.24,0.12,0.37,0.24,0.37,0.19,0.25,0.44,0.19,0.44,15.0,7.0,46.7,0.91,0.43,0.27,0.57,14.5,0.0,0.21,0.9,0.9,1035.0,1189.0,87.0,17171.0,3933.0,497.0,555.0,89.5,435.0,478.0,91.0,78.0,95.0,82.1,4.1,-2.2,37.0,83.0,37.0,4.0,1138.0,44.0,11.0,5.0,9.0,8.0,3.0,0.0,2.0,0.0,7.0,23.0,69.0,4.21,63.0,1.0,1.0,3.0,0.0,6.0,0.37,6.0,0.0,0.0,0.0,0.0,0.0,33.0,24.0,16.0,13.0,4.0,8.0,29.6,19.0,24.0,14.0,47.0,10.0,0.0,1359.0,22.0,36.0,16.0,42.1,20.0,52.6,823.0,7.0,31.0,15.0,1080.0,80000000.0,FC Barcelona
